transaction_id,transaction_datetime,transaction_type,amount,origin_account,destination_account,old_balance_origin,new_balance_origin,old_balance_destination,new_balance_destination,is_fraud,is_flagged_fraud,merchant_category,location,channel
TXN-6575c4f6-6951-427b-abf5-27a84c6e0589,2025-02-03 02:14:10,TRANSFER,6965.76,ACC94463223,ACC73506531,11992.97,5027.21,9122.13,16087.89,0,0,entertainment,Cardiff,mobile_app
TXN-fa311e79-8ad0-4919-bd61-4bd4408029f6,2025-02-03 04:49:21,CASH_IN,4992.3,ACC56843172,ACC19233013,19922.32,24914.62,2197.82,2197.82,0,0,utilities,Bristol,card_terminal
TXN-09c62399-f6fc-4379-a63a-6359a0c4967a,2025-02-03 05:40:10,CASH_OUT,5419.7,ACC50744867,ACC11416778,16113.68,10693.98,13255.81,18675.51,0,0,groceries,Newcastle,branch
TXN-16d122af-7f4e-48ae-bd14-0bf021e982f5,2025-02-03 07:51:17,TRANSFER,9546.81,ACC15345470,ACC18115992,15430.3,5883.49,500.68,10047.49,0,0,financial_services,Newcastle,branch
TXN-6ce26cdb-b966-412a-ab03-6549e0cb4a27,2025-02-03 10:47:08,CASH_IN,4882.22,ACC21112459,ACC57380159,6506.04,11388.26,21925.94,21925.94,0,0,healthcare,Leeds,branch
TXN-eed05acd-b7b1-440d-bff4-c4b464dba9b3,2025-02-03 12:25:39,CASH_OUT,5892.72,ACC35124449,ACC38329117,9154.46,3261.74,20107.8,26000.52,0,0,entertainment,Manchester,atm
TXN-835868c4-e19c-40e6-8efc-aa78a7330752,2025-02-03 23:50:48,TRANSFER,9207.96,ACC52176303,ACC11658959,2347.46,0.0,12338.53,21546.49,1,1,healthcare,Edinburgh,branch
TXN-30969c5f-2e27-4d8a-aceb-c27e683d8c18,2025-02-03 23:53:18,PAYMENT,164.27,ACC97438349,ACC50103064,19768.38,19604.11,19217.84,19382.11,0,0,utilities,Birmingham,branch
TXN-2c6cfaf0-75d8-4efd-8a4e-9ca3a13601ba,2025-02-04 13:33:35,PAYMENT,2087.86,ACC65701512,ACC58404738,9525.9,7438.04,8602.75,10690.61,0,0,utilities,Birmingham,online_banking
TXN-40a74efc-e58b-4389-9abc-3497a45fcf69,2025-02-04 13:55:18,CASH_OUT,4538.95,ACC13317620,ACC34100904,8706.86,4167.91,11025.36,15564.31,0,0,travel,Leeds,branch
TXN-4f99e34d-dfab-4688-b749-ca96b3a009e0,2025-02-04 18:43:45,CASH_OUT,5410.75,ACC22780905,ACC28198434,6540.71,1129.96,21121.61,26532.36,0,0,financial_services,London,card_terminal
TXN-4e0b2045-ea83-4bf8-a016-ce0d834a1436,2025-02-04 21:38:03,TRANSFER,856.58,ACC98316111,ACC10779182,16630.91,15774.33,19786.18,20642.76,0,0,retail,London,mobile_app
TXN-a7b3e8fa-69c9-40b6-ba8b-1cdf08740f84,2025-02-05 02:07:59,CASH_OUT,309.33,ACC73308406,ACC81059199,11982.62,11673.29,879.1,1188.43,0,0,retail,Cardiff,online_banking
TXN-28b8e00b-432a-4772-b3a8-14bcf9a3169a,2025-02-05 02:16:40,DEBIT,1126.69,ACC87490324,ACC23656928,8648.1,7521.41,133.5,1260.19,0,0,healthcare,Birmingham,online_banking
TXN-7a10b484-858b-4fb6-a5f9-6c77e8caf6a5,2025-02-05 02:20:23,DEBIT,2171.56,ACC55922853,ACC13981790,3405.91,1234.35,8793.77,10965.33,0,0,utilities,Nottingham,mobile_app
TXN-ddd26289-7309-483a-bc0c-23dce52e94de,2025-02-05 05:21:56,CASH_IN,2389.61,ACC71020042,ACC24500436,12102.99,14492.6,12133.31,12133.31,0,0,transport,Liverpool,atm
TXN-d08566a5-3b06-4b1d-bd98-5ba63c3e6522,2025-02-05 08:12:47,CASH_OUT,8909.5,ACC30361927,ACC55873760,16315.69,7406.19,883.98,9793.48,0,0,financial_services,Glasgow,branch
TXN-70cad10c-ed7d-4926-a89e-8271a29e5367,2025-02-05 08:14:43,PAYMENT,2238.17,ACC93244618,ACC64299043,11547.09,9308.92,7163.01,9401.18,0,0,financial_services,Sheffield,mobile_app
TXN-cf969fcd-68f8-481d-b327-8331b1e64eaf,2025-02-05 14:28:15,CASH_IN,1283.09,ACC37339300,ACC65462544,17114.04,18397.13,12706.85,12706.85,0,0,healthcare,Newcastle,card_terminal
TXN-7ba6567e-d269-46a4-943a-6b8174dd4934,2025-02-05 14:32:34,TRANSFER,3629.41,ACC57395992,ACC99880518,13134.88,9505.47,29269.38,32898.79,0,0,financial_services,Sheffield,mobile_app
TXN-42fed5cb-7d1f-4bcf-bc7b-5fa9f858f79a,2025-02-05 15:32:45,TRANSFER,2980.96,ACC99600963,ACC53406567,13243.51,10262.55,2271.43,5252.39,0,0,restaurants,Birmingham,atm
TXN-4fdbfab3-89e6-422a-b081-23c383b809e6,2025-02-05 19:30:20,CASH_IN,52.93,ACC48478684,ACC12300840,11077.71,11130.64,355.53,355.53,0,0,healthcare,Edinburgh,mobile_app
TXN-42107936-ae51-495c-9f8e-1c1b95713549,2025-02-05 21:06:29,TRANSFER,6722.48,ACC56685830,ACC57271923,682.26,0.0,4366.71,11089.19,0,0,entertainment,Newcastle,online_banking
TXN-f5836ff0-5e68-4075-be87-979fc49694e3,2025-02-05 22:07:59,DEBIT,967.05,ACC20042733,ACC87034049,12075.86,11108.81,15817.87,16784.92,0,0,financial_services,Glasgow,mobile_app
TXN-0e9dad57-bc8f-45a3-9cfc-81881bfb05ef,2025-02-06 07:46:54,CASH_OUT,7264.73,ACC22458031,ACC78675400,14827.04,7562.31,3780.17,11044.9,0,0,healthcare,Liverpool,branch
TXN-dadbb91e-e1c8-4925-b006-7bf01e7a172a,2025-02-06 09:15:47,CASH_OUT,5626.13,ACC19104802,ACC51308532,12786.32,7160.19,338.92,5965.05,0,0,restaurants,Newcastle,atm
TXN-20ff6fc3-a19c-44fe-92b4-15b4889d3271,2025-02-06 09:48:03,CASH_OUT,1563.89,ACC26782477,ACC68843284,19397.35,17833.46,663.93,2227.82,0,0,groceries,Leeds,mobile_app
TXN-51f4957c-a928-4cb6-8d76-9b2c8c86eca4,2025-02-06 10:16:50,CASH_IN,4951.77,ACC36184828,ACC83552661,15178.51,20130.28,11731.89,11731.89,0,0,financial_services,Manchester,branch
TXN-4d40289b-c180-47bb-8e9e-ac7dcb2b48ba,2025-02-06 13:34:51,CASH_OUT,5367.48,ACC75082045,ACC65296966,7097.42,1729.94,4311.53,9679.01,0,0,retail,Birmingham,mobile_app
TXN-06869d64-ce64-4dcf-a4a1-66332ce5750f,2025-02-06 14:34:48,CASH_OUT,6717.83,ACC83832717,ACC14925405,17168.89,10451.06,9894.11,16611.94,0,0,travel,Manchester,atm
TXN-e508e60d-7487-4eb6-9d67-8459d45e1369,2025-02-06 15:32:54,DEBIT,1211.74,ACC91717739,ACC52478375,13804.22,12592.48,28016.75,29228.49,0,0,restaurants,Newcastle,mobile_app
TXN-9921b8c6-bfdf-4c1a-98be-9870edd8e408,2025-02-06 20:21:24,DEBIT,1296.77,ACC88239864,ACC56720553,14764.82,13468.05,2058.52,3355.29,0,0,retail,Liverpool,online_banking
TXN-93a67fdf-f49a-443f-ba09-4e40029db585,2025-02-06 21:45:11,DEBIT,1812.61,ACC17712557,ACC33524492,18620.63,16808.02,12019.35,13831.96,0,0,travel,Nottingham,mobile_app
TXN-4888f4a0-5b73-4fae-aecc-114dbfd227c6,2025-02-06 22:01:16,PAYMENT,664.84,ACC38270233,ACC56020613,17805.28,17140.44,22272.5,22937.34,0,0,utilities,Glasgow,online_banking
TXN-eb19ca3a-42b5-4667-a677-8e49098a731d,2025-02-06 23:31:51,CASH_OUT,8798.43,ACC71244438,ACC56544270,9258.07,459.64,17283.98,26082.41,0,0,restaurants,Sheffield,card_terminal
TXN-74090f66-a00e-40d3-93d9-8aa1a2fa80cb,2025-02-07 02:54:18,DEBIT,1445.49,ACC41244663,ACC23556182,14120.98,12675.49,1374.73,2820.22,0,0,financial_services,Liverpool,atm
TXN-71431aec-7005-49f8-a99b-0e9db7132563,2025-02-07 03:44:03,DEBIT,1570.58,ACC78658060,ACC65738565,2549.2,978.62,24747.75,26318.33,0,0,entertainment,London,atm
TXN-414b96fc-73f5-41d0-8280-ce98d85a204e,2025-02-07 07:58:06,PAYMENT,360.9,ACC14313313,ACC73508844,14687.76,14326.86,12961.52,13322.42,0,0,retail,Leeds,atm
TXN-9c0cedda-0b53-42d0-bed1-5336803ce42e,2025-02-07 13:53:18,CASH_OUT,6280.54,ACC63912988,ACC22862118,1409.23,0.0,20326.93,26607.47,0,0,financial_services,Leeds,card_terminal
TXN-3cd05c2b-ff52-4cad-bb81-9542a0290682,2025-02-07 23:46:37,CASH_IN,2269.68,ACC32465588,ACC10072871,119.92,2389.6,13939.56,13939.56,0,0,groceries,Nottingham,card_terminal
TXN-ef78251a-1b8e-49c3-9595-20adf9574d22,2025-02-08 00:14:20,PAYMENT,2457.48,ACC50310141,ACC39781129,11955.68,9498.2,15528.28,17985.76,0,0,utilities,Bristol,mobile_app
TXN-71cf184b-9c82-4784-9809-ca879e7c2bc5,2025-02-08 00:22:09,CASH_IN,4450.77,ACC33981630,ACC98538924,12707.68,17158.45,13526.36,13526.36,0,0,groceries,Manchester,branch
TXN-291ecdf9-60d4-4b12-86bc-c12c225ebc74,2025-02-08 09:28:20,TRANSFER,7126.02,ACC33336132,ACC14171767,19371.16,12245.14,11887.33,19013.35,1,0,financial_services,Nottingham,mobile_app
TXN-14283d64-9cb9-463d-b706-064d83bd2bef,2025-02-08 09:59:34,PAYMENT,100.51,ACC35587594,ACC91072076,4086.1,3985.59,5899.39,5999.9,0,0,entertainment,Edinburgh,atm
TXN-7cb23dc3-9dc0-4b16-be68-bf52dc9e8e3a,2025-02-08 17:17:25,CASH_OUT,3396.92,ACC12232974,ACC59440148,16582.96,13186.04,15970.19,19367.11,0,0,retail,Glasgow,card_terminal
TXN-0234de12-8cc5-4361-bbd2-b89976dd8660,2025-02-08 17:51:37,TRANSFER,5988.96,ACC86863404,ACC83841249,15495.85,9506.89,18761.0,24749.96,0,0,retail,Manchester,atm
TXN-45f1c279-c8d1-4f28-b09b-6f9ca88e2b0d,2025-02-09 00:14:05,CASH_IN,1133.25,ACC75089577,ACC93706754,13546.05,14679.3,25567.67,25567.67,0,0,utilities,Manchester,online_banking
TXN-6c8ecdb4-89ba-44d6-87ce-d89f410d66fd,2025-02-09 09:31:23,TRANSFER,3250.07,ACC58270683,ACC78829070,5732.88,2482.81,13987.51,17237.58,0,0,travel,Nottingham,card_terminal
TXN-c4a1bbf0-aa1e-4b4f-97fe-453a919266d6,2025-02-09 12:04:43,PAYMENT,352.38,ACC74277995,ACC30738427,15217.47,14865.09,26771.71,27124.09,0,0,utilities,London,online_banking
TXN-493d674f-48bf-47a5-b5eb-52c769d195bc,2025-02-09 14:52:08,CASH_OUT,3173.46,ACC53779528,ACC64009265,16975.5,13802.04,21592.63,24766.09,0,0,restaurants,Newcastle,card_terminal
TXN-b6165507-bdf6-4988-8472-3abab73892e1,2025-02-09 16:30:54,CASH_OUT,5395.12,ACC48013916,ACC60351362,11101.76,5706.64,5270.98,10666.1,0,0,healthcare,Cardiff,card_terminal
TXN-20deb180-6981-4320-afcf-6a90f463c122,2025-02-09 20:03:19,CASH_IN,163.77,ACC11835355,ACC84121929,12637.44,12801.21,23979.41,23979.41,0,0,financial_services,Manchester,mobile_app
TXN-9c9db4dc-11d6-4ec0-81be-15fb696071c0,2025-02-09 21:34:24,CASH_OUT,4148.7,ACC21400686,ACC18791292,1223.34,0.0,7326.87,11475.57,0,0,restaurants,Manchester,atm
TXN-40e64ed9-cd5e-49fe-aeba-619ce1db02d9,2025-02-10 04:30:02,CASH_OUT,4269.71,ACC72532267,ACC24806384,10333.59,6063.88,12227.34,16497.05,0,0,healthcare,Birmingham,branch
TXN-6036a668-4868-4a3f-9274-6a5400abb29b,2025-02-10 05:05:27,PAYMENT,1882.35,ACC43257324,ACC47173969,11832.52,9950.17,11520.96,13403.31,0,0,transport,Leeds,online_banking
TXN-52fb9863-07af-4e6f-affd-2f79d9568521,2025-02-10 08:48:05,CASH_OUT,9754.97,ACC72608888,ACC26444612,2702.25,0.0,11116.21,20871.18,0,0,restaurants,Nottingham,atm
TXN-3da20272-e7f6-47ab-a538-518b99bcff69,2025-02-10 09:16:48,CASH_IN,4140.55,ACC60237832,ACC30486849,8034.73,12175.28,21888.38,21888.38,0,0,travel,Manchester,atm
TXN-63b5668b-3c1b-4104-a0e3-f9655bf5b84e,2025-02-10 10:54:46,DEBIT,978.01,ACC86541203,ACC50876026,11600.84,10622.83,5870.0,6848.01,0,0,financial_services,Edinburgh,atm
TXN-4f928df5-e683-4b8e-94a2-a3c6410e2d02,2025-02-10 14:13:22,CASH_OUT,9806.39,ACC57759672,ACC27383462,15058.42,5252.03,28762.17,38568.56,0,0,transport,Bristol,mobile_app
TXN-54c20694-782c-4383-9dbb-f1aae345b7ab,2025-02-10 19:39:29,DEBIT,1586.55,ACC85821325,ACC30076290,12680.65,11094.1,1623.84,3210.39,0,0,retail,Newcastle,mobile_app
TXN-c36403fe-9042-466f-a057-88e9be12b24e,2025-02-10 19:56:16,TRANSFER,7716.45,ACC11419753,ACC11137651,10447.05,2730.6,20331.54,28047.99,0,0,transport,London,card_terminal
TXN-7f2478de-2348-42eb-9c18-8184005a76a7,2025-02-10 22:15:34,DEBIT,2127.64,ACC39648058,ACC95851936,15439.52,13311.88,17024.48,19152.12,0,0,transport,Nottingham,branch
TXN-c6c9ed98-a577-4343-a25a-bb43308f4699,2025-02-10 22:40:46,TRANSFER,4363.04,ACC24436339,ACC91509842,8978.54,4615.5,17889.89,22252.93,0,0,financial_services,Sheffield,branch
TXN-9910ee92-72c2-44dd-a724-9e2d75df6a84,2025-02-11 06:36:24,CASH_OUT,1584.56,ACC13646855,ACC17851976,19048.08,17463.52,20358.26,21942.82,0,0,restaurants,Sheffield,mobile_app
TXN-de0ee10d-774a-45c1-b69c-91b5caff7d13,2025-02-11 10:15:35,CASH_IN,4370.06,ACC36664193,ACC21327835,2756.85,7126.91,5204.37,5204.37,0,0,financial_services,Bristol,branch
TXN-63e34933-b32f-4989-b4b4-144c4a402dd1,2025-02-11 15:51:45,DEBIT,78.07,ACC40379009,ACC32842710,1051.9,973.83,311.88,389.95,0,0,transport,Leeds,mobile_app
TXN-3a140c30-4fc1-4297-9f47-ca0fe720627d,2025-02-11 16:39:31,PAYMENT,2318.12,ACC43122766,ACC67385552,19713.99,17395.87,26013.87,28331.99,0,0,financial_services,London,online_banking
TXN-11e2a933-4a9c-4cf3-8930-2662ac63b749,2025-02-11 21:57:44,CASH_OUT,8163.98,ACC36957830,ACC74291599,17204.22,9040.24,29226.76,37390.74,0,0,retail,Birmingham,branch
TXN-92cd6972-ec94-46ee-8dbe-8d68afff5e86,2025-02-12 06:07:17,DEBIT,1312.29,ACC20251466,ACC78515906,7975.76,6663.47,9308.24,10620.53,0,0,transport,Newcastle,branch
TXN-ed608551-6061-416b-9a72-bc293a31edc8,2025-02-12 07:12:51,DEBIT,1575.53,ACC81603135,ACC20542212,13833.49,12257.96,13375.09,14950.62,0,0,travel,Cardiff,card_terminal
TXN-218ed950-9d66-452d-b390-b2e61d0d1096,2025-02-12 11:49:27,TRANSFER,2617.63,ACC70838623,ACC75432046,7332.64,4715.01,5500.59,8118.22,0,0,groceries,Manchester,card_terminal
TXN-7d33e01b-3eb6-4290-b009-9d45ed8b6455,2025-02-12 13:58:31,TRANSFER,2442.7,ACC28783850,ACC20526386,16709.55,14266.85,11674.7,14117.4,0,0,healthcare,Edinburgh,card_terminal
TXN-79db256a-1867-4018-98e2-deb6cd36d848,2025-02-12 21:03:33,CASH_OUT,6695.21,ACC85980240,ACC55051587,13926.15,7230.94,29457.7,36152.91,0,0,restaurants,Sheffield,online_banking
TXN-7053b5a9-4e0c-48b7-b6d7-b31b062299e6,2025-02-12 22:58:30,DEBIT,362.34,ACC33732951,ACC52065724,17261.64,16899.3,5410.7,5773.04,0,0,groceries,London,branch
TXN-cef81a71-466e-4c57-be7d-8bfa80523b72,2025-02-13 15:30:46,PAYMENT,1021.21,ACC74316496,ACC18234220,6198.27,5177.06,18999.3,20020.51,0,0,healthcare,Sheffield,branch
TXN-171b62d0-3c11-4777-979c-6b8d57fe2aca,2025-02-13 15:47:21,PAYMENT,749.01,ACC27956913,ACC56000822,5887.47,5138.46,21834.96,22583.97,0,0,travel,Bristol,mobile_app
TXN-b7e24f4b-44fb-4cda-a56d-65483a6fd81b,2025-02-14 10:18:48,CASH_OUT,4331.71,ACC77376391,ACC99298543,13239.04,8907.33,19.25,4350.96,0,0,healthcare,Birmingham,mobile_app
TXN-2062bd52-d9c2-4a6e-891a-d5655d44a4b2,2025-02-14 14:20:05,TRANSFER,5281.07,ACC33461307,ACC71363812,8521.2,3240.13,28189.63,33470.7,1,0,transport,Edinburgh,mobile_app
TXN-bff9d550-8623-4153-91c9-365c052ba9c3,2025-02-14 14:29:43,CASH_IN,1863.66,ACC28531242,ACC98487446,11142.74,13006.4,7613.33,7613.33,0,0,transport,Edinburgh,online_banking
TXN-d2624827-0406-43af-9ed1-beed6e224b72,2025-02-14 15:57:04,CASH_OUT,6990.27,ACC41152352,ACC78133743,514.06,0.0,8640.32,15630.59,0,0,utilities,Cardiff,branch
TXN-b805c98e-859d-4384-abdd-5e52c6fb937a,2025-02-14 20:15:10,PAYMENT,1270.99,ACC59333209,ACC25419645,3179.13,1908.14,14465.68,15736.67,0,0,restaurants,Cardiff,card_terminal
TXN-2b01f777-c82f-4b86-8649-42263f59e455,2025-02-14 21:26:47,PAYMENT,1075.25,ACC87325627,ACC23115341,18774.59,17699.34,14463.7,15538.95,0,0,financial_services,Birmingham,card_terminal
TXN-41f48656-b151-47ad-a11a-68aca5287c93,2025-02-15 01:46:25,TRANSFER,1674.92,ACC48903840,ACC49146492,5526.14,3851.22,12585.42,14260.34,0,0,healthcare,Glasgow,atm
TXN-2b30e0a8-526d-434f-a428-cf7218abb816,2025-02-15 06:28:42,CASH_IN,406.37,ACC39081281,ACC14623108,15295.42,15701.79,20321.49,20321.49,0,0,healthcare,Leeds,online_banking
TXN-6115e701-c0d0-45e4-b7d5-03eb3644362c,2025-02-15 06:47:32,CASH_IN,3716.85,ACC42174926,ACC97580116,2697.91,6414.76,13611.19,13611.19,0,0,utilities,Liverpool,mobile_app
TXN-b9832054-0e96-4c51-82fe-4fc08fa50c71,2025-02-15 06:58:21,CASH_IN,1123.17,ACC22075101,ACC92334886,493.66,1616.83,8434.03,8434.03,0,0,restaurants,Edinburgh,mobile_app
TXN-79002b64-0b06-4b69-ad52-ec1219cedc36,2025-02-15 11:28:27,CASH_IN,1700.81,ACC83830667,ACC53574336,3247.71,4948.52,29953.01,29953.01,0,0,retail,Sheffield,card_terminal
TXN-e9508fed-d5fc-4480-8d9e-0e536ae501be,2025-02-15 18:13:39,CASH_OUT,4705.68,ACC77539115,ACC38290431,14489.0,9783.32,8307.12,13012.8,0,0,retail,Edinburgh,online_banking
TXN-f05f951e-3d99-463c-8fd7-fed5836a6005,2025-02-16 00:08:20,TRANSFER,543.87,ACC67392300,ACC21761279,11478.22,10934.35,25195.64,25739.51,0,0,restaurants,Glasgow,mobile_app
TXN-9d64e5ab-c53c-4398-a99d-30d47a3c80b9,2025-02-16 03:05:15,TRANSFER,9566.84,ACC15817913,ACC91135473,5708.1,0.0,2288.7,11855.54,0,0,entertainment,Birmingham,mobile_app
TXN-337b4247-82ca-4ce4-867b-83a9aca7427e,2025-02-16 03:12:31,PAYMENT,433.82,ACC68614462,ACC24208709,18957.52,18523.7,13802.91,14236.73,0,0,utilities,Sheffield,atm
TXN-fea5be74-3351-4e44-b174-a3609e1349b8,2025-02-16 05:08:37,PAYMENT,189.06,ACC20602300,ACC42889491,16765.0,16575.94,26114.31,26303.37,0,0,transport,London,card_terminal
TXN-77ee2535-8dbe-4f83-b75e-43508736a521,2025-02-16 06:31:59,DEBIT,1493.99,ACC50569669,ACC11898961,19612.16,18118.17,24978.85,26472.84,0,0,healthcare,Birmingham,card_terminal
TXN-54dac132-1329-436c-955f-aa3cfe67d58c,2025-02-16 13:09:27,PAYMENT,1674.02,ACC89042306,ACC80982664,13690.93,12016.91,23113.91,24787.93,0,0,retail,Leeds,mobile_app
TXN-0c542e0d-f6d6-4847-85f9-40a33b71a6f3,2025-02-16 14:17:25,DEBIT,1360.96,ACC39971710,ACC89134873,19974.69,18613.73,14163.12,15524.08,0,0,restaurants,Birmingham,atm
TXN-283f4aad-cd06-4dbe-be4e-17675d25b33f,2025-02-16 17:18:08,CASH_IN,3420.04,ACC59357131,ACC51362065,19269.98,22690.02,26383.01,26383.01,0,0,groceries,Glasgow,branch
TXN-3fac7ec2-4b71-4221-a6b2-e1b4ed080417,2025-02-16 18:39:31,CASH_OUT,4039.35,ACC93836675,ACC52096774,17154.32,13114.97,27514.2,31553.55,0,0,retail,Manchester,atm
TXN-5e18f520-937d-48c4-bc1a-d83b6f739eca,2025-02-16 22:41:59,DEBIT,2325.92,ACC67834613,ACC15370440,6894.16,4568.24,23560.56,25886.48,0,0,financial_services,Leeds,card_terminal
TXN-27fde6e7-2914-4094-a1eb-126d638d2723,2025-02-17 06:47:35,CASH_IN,473.86,ACC69830944,ACC15988382,10928.11,11401.97,5546.44,5546.44,0,0,restaurants,Nottingham,atm
TXN-df93e26a-ec7b-4c50-9c9f-33c478f3f453,2025-02-17 15:40:50,TRANSFER,9039.07,ACC29538047,ACC42775624,1015.22,0.0,23884.3,32923.37,0,0,healthcare,Sheffield,atm
TXN-54abe439-114f-4c34-a74b-df6068eadca8,2025-02-17 16:54:06,PAYMENT,87.51,ACC77796914,ACC63276690,1106.13,1018.62,10811.25,10898.76,0,0,transport,Glasgow,online_banking
TXN-77b10af4-eb04-40e4-a342-5bab5fcf52d5,2025-02-17 21:13:22,TRANSFER,2937.42,ACC96870487,ACC71493746,5309.81,2372.39,18530.41,21467.83,0,0,transport,London,mobile_app
TXN-36502204-ded5-480d-8f10-893e6154b98b,2025-02-18 02:16:18,CASH_IN,3208.28,ACC58518736,ACC67728351,6471.71,9679.99,939.7,939.7,0,0,travel,Leeds,online_banking
TXN-fb2a2cbf-8451-4423-b067-92b78bd814ac,2025-02-18 02:27:49,DEBIT,2329.04,ACC67354434,ACC83882978,1953.21,0.0,8978.83,11307.87,0,0,transport,Liverpool,atm
TXN-16ce989d-9891-4a60-b895-b09462fa985b,2025-02-18 05:22:49,PAYMENT,1203.72,ACC42507072,ACC14237322,10532.22,9328.5,21635.49,22839.21,0,0,transport,Leeds,card_terminal
TXN-e6459333-c579-4dd6-a262-6ffd17ff010f,2025-02-18 11:29:37,CASH_OUT,5327.9,ACC81169409,ACC15505291,8751.21,3423.31,8663.77,13991.67,0,0,transport,Newcastle,online_banking
TXN-779e0d59-ae97-4920-bc04-288aeae5b688,2025-02-18 14:26:30,CASH_OUT,5807.91,ACC36619372,ACC20200074,18584.85,12776.94,17273.9,23081.81,0,0,utilities,Manchester,mobile_app
TXN-cbfdda9b-0620-4c6b-b12b-e28bffbf0ce8,2025-02-18 17:21:55,CASH_IN,522.99,ACC88699665,ACC15020855,16169.14,16692.13,4505.6,4505.6,0,0,restaurants,Birmingham,card_terminal
TXN-d59c7f39-6039-49df-bbc2-bd1e7f52c07c,2025-02-18 18:55:13,CASH_OUT,6685.88,ACC43236783,ACC24123318,16320.08,9634.2,17182.97,23868.85,0,0,retail,Newcastle,atm
TXN-f9356929-c97d-4a70-a2b8-86efce1f39ec,2025-02-18 20:44:43,DEBIT,1449.96,ACC42981324,ACC77015110,8409.8,6959.84,4572.34,6022.3,0,0,healthcare,Glasgow,card_terminal
TXN-7df791da-1926-41e1-ac04-ffc20c08afd6,2025-02-18 21:45:01,TRANSFER,1305.61,ACC81210133,ACC49580505,12523.92,11218.31,17560.94,18866.55,0,0,travel,Newcastle,mobile_app
TXN-6625afff-c31e-490c-b352-a3441e916314,2025-02-18 23:14:55,CASH_OUT,1279.71,ACC59858348,ACC24541967,7434.85,6155.14,22470.35,23750.06,0,0,utilities,Nottingham,card_terminal
TXN-98abe668-27cb-4916-a032-a406043926be,2025-02-18 23:58:33,TRANSFER,4911.83,ACC22027404,ACC72233240,13790.88,8879.05,28636.66,33548.49,0,0,financial_services,Liverpool,branch
TXN-17c20487-96ad-4613-90b5-45b09cc3fd10,2025-02-19 03:53:14,TRANSFER,5567.03,ACC94639988,ACC58219211,19353.51,13786.48,19822.02,25389.05,0,0,travel,Manchester,online_banking
TXN-9a8e0467-c6b9-4f03-ada2-20d635f159a6,2025-02-19 05:27:51,DEBIT,114.87,ACC34019729,ACC14746418,17272.28,17157.41,7336.54,7451.41,0,0,healthcare,Edinburgh,mobile_app
TXN-8dbb8e2f-2f8c-4e15-82c5-2f167d15ec6a,2025-02-19 07:44:47,TRANSFER,3597.93,ACC71575863,ACC39540811,3555.07,0.0,12064.18,15662.11,0,0,transport,Glasgow,mobile_app
TXN-8e37cc34-660a-407d-b30e-5765cd9a5a14,2025-02-19 09:39:20,CASH_IN,1084.46,ACC71070189,ACC48285503,8080.7,9165.16,1759.06,1759.06,0,0,financial_services,Edinburgh,branch
TXN-7c94ec50-a4ae-43d7-a922-742789d9b3ee,2025-02-19 15:24:41,CASH_IN,4359.79,ACC90154282,ACC44390017,19490.54,23850.33,11926.64,11926.64,0,0,transport,Manchester,online_banking
TXN-f82e72ed-b455-45b5-a071-8dd4754fb1d1,2025-02-19 15:25:35,CASH_IN,3689.85,ACC52901755,ACC58992670,6284.9,9974.75,17701.79,17701.79,0,0,entertainment,Newcastle,card_terminal
TXN-b2d079bc-422d-4716-a5e0-a9b38bef363a,2025-02-19 23:59:46,DEBIT,1040.56,ACC34621479,ACC86318249,3673.6,2633.04,18532.1,19572.66,0,0,transport,Sheffield,online_banking
TXN-5e8bc211-44d5-4651-8d09-129b29351b36,2025-02-20 01:25:44,CASH_IN,4138.51,ACC84853354,ACC61995659,944.08,5082.59,29875.09,29875.09,0,0,healthcare,Glasgow,branch
TXN-715c773f-a17a-431b-bfe1-6164c73b336e,2025-02-20 03:44:46,CASH_IN,1265.46,ACC88335942,ACC88863503,4037.74,5303.2,25381.07,25381.07,0,0,restaurants,Birmingham,online_banking
TXN-83a33310-de53-4654-a6e6-c273f17e80bb,2025-02-20 09:18:13,CASH_OUT,5372.36,ACC50384524,ACC22113193,4804.0,0.0,13272.08,18644.44,1,0,utilities,Liverpool,mobile_app
TXN-45e040d3-f506-47dd-b506-c11510506e82,2025-02-20 10:51:57,CASH_OUT,4033.43,ACC71012928,ACC76214520,11173.36,7139.93,9395.24,13428.67,0,0,transport,Bristol,atm
TXN-39036034-6a2c-4596-bea3-b12bbc0fdf96,2025-02-20 12:04:09,TRANSFER,4059.59,ACC41887353,ACC16615722,12403.07,8343.48,20424.39,24483.98,0,0,travel,Liverpool,atm
TXN-322fe0a2-8dfa-4199-ade2-b3dc6bd9cfc2,2025-02-20 12:05:44,CASH_IN,3091.01,ACC93240786,ACC60987966,9211.45,12302.46,4064.69,4064.69,1,0,retail,Nottingham,card_terminal
TXN-3136bd8b-6775-44e3-9e2e-e29cdd28f59e,2025-02-20 14:35:10,CASH_IN,1993.92,ACC89263249,ACC23652916,10500.98,12494.9,20295.56,20295.56,0,0,entertainment,Manchester,mobile_app
TXN-2749f803-b586-43d6-9a5e-5bb88f7389bd,2025-02-20 18:16:39,PAYMENT,2042.67,ACC60192261,ACC41645597,17704.13,15661.46,27914.16,29956.83,0,0,financial_services,Manchester,online_banking
